23656.2415585,41.0859432025
14360.1029087,15.1503544377
23316.1059696,25.7756385668
27108.1874982,26.047205016
34192.927963,33.841481625
45027.2064054,36.7079472746
37499.6952291,47.8188505672
52271.860802,43.5430795551
45636.0316487,59.0952289334
22954.0515956,36.0561781084
34289.4058376,36.7932596572
20383.8280517,20.2963331273
40715.3665882,20.5810772088
9721.29232985,30.6622187388
20404.8365779,34.4077869326
15498.5487384,25.5809836898
27383.913403,21.7787132397
12521.9021352,19.0037402368
42536.2707435,42.7369316703
20860.7901114,33.7098788494
58212.4066994,58.5682214081
22059.8778351,40.6570013365
42031.902737,35.159259925
28966.5101221,48.8491773821
2985.90517812,13.9130571343
45357.931994,39.1580731118
23352.96344,36.5877783084
19041.2583748,25.0331799266
13853.813435,33.326149083
44476.0466845,43.076484796
34307.9482819,36.6604152574
41086.8934159,51.9619968351
25916.0457175,24.4882523753
57894.0862212,42.5796445184
37189.5875785,48.7287277952
22772.9064248,36.9247979391
28858.8582717,21.3448590654
75428.3573236,56.0573248982
25314.4507513,24.2047085107
34398.3131873,44.2416580916
18614.1507221,21.7661896173
36554.6365297,38.2832836362
26447.8703858,37.1424831927
42443.9185682,18.0635683401
51224.0310947,50.1990277033
24801.1357422,43.5314122932
22639.9865811,24.8637156307
40093.743272,46.8440068934
10032.3618743,38.6733475389
7385.92806617,19.8260314708
37794.7593109,48.4344698719
42997.1877993,47.6451349827
35102.2054421,33.6065521486
2062.30174393,30.8560336851
26129.0473431,25.9892748273
37317.7584098,27.8405873696
18504.9805133,13.2384713523
20373.5498782,33.3467506029
59467.5135483,49.0020202794
4881.49290245,34.4762768954
41063.4546475,59.5715298173
46876.1848994,34.0322522189
32650.8054308,36.9648756569
39424.1797588,37.080772913
44561.8433706,22.8295546936
7749.6686812,23.1935391596
32485.2916673,19.4289014047
22179.304426,38.2887149168
51886.5275141,51.880972566
47093.0210204,44.3202123824
52851.6771518,33.4741886621
46137.6796938,31.3877490763
30103.4614033,29.7345630258
39892.6573693,42.3079039043
49982.8388673,46.089779994
15144.2672673,24.7705055859
24827.347266,15.1595354847
8898.43445053,23.261690872
12222.7702847,18.214047703
18820.5976884,40.6929187937
7484.24737296,15.8278978636
60384.2113359,51.7831566001
13932.1447209,26.6873855714
29118.6981284,52.1264443453
32797.7148517,35.5907921948
36460.0333314,20.5463262298
25420.8343259,15.7813704164
29407.6847267,40.1204468348
27343.1200666,48.7558581471
31426.552162,33.6898616636
38374.6036977,33.6367396747
38251.5763605,41.608170085
18034.0641594,20.630798384
21053.1421383,24.2853717093
30038.7665486,46.0423311412
33835.7529016,41.3794005493
31911.0003295,61.8176773971
45482.3084071,41.4446489784
40001.7104316,39.6054221721
