y x1 x2 x3 x4
-1.4164672174825772 0.8072940839304762 0.8973711478750687 0.7002878800535626 0.009033238096931129
2.121702141001868 0.11255112169301307 0.2323313014182794 0.7794184323183182 0.768871269456571
0.7306623408986349 0.31299935016328584 0.9905695975958757 0.797656353958225 0.5257302321587244
0.6140928698230568 0.504952018400445 0.6341830334167294 0.08377788153940391 0.5897416059019954
-0.3511209036866887 0.966807913171387 0.04887957603491144 0.7288809369908796 0.3049015371424125
0.49452406179180153 0.6174967591650953 0.6400831129377456 0.1641657348161929 0.6564000059326363
0.7655229385995183 0.2343047920534449 0.5068495528224027 0.20647508369215462 0.35320274552537867
0.4131880963733383 0.3830987246649482 0.3704216484381646 0.49519458665324534 0.3049847993339393
0.6210787856988383 0.3620042038647573 0.2509841999474126 0.2523953113311177 0.3011553079896605
-0.20809970945598344 0.6803665163164645 0.14536502712718524 0.11324398775174249 0.14696979101144536
0.10792298400339667 0.2834024739086285 0.6997119406897527 0.7228153319623424 0.162760091305181
0.6800756496868223 0.33521019372903726 0.9082876269270053 0.7770072594846293 0.5176257774727062
2.3808918915825013 0.13831856890568184 0.15892542575229684 0.8809588054584244 0.8647738610700957
0.10791375468164038 0.22607264895437673 0.5219185852255729 0.7995404603538319 0.06696074313747302
-0.25588254857579595 0.5827748981004095 0.7731549447594086 0.4629876514872683 0.30066580730161707
2.2516508617004054 0.1631011795044396 0.050636436461744316 0.8564364781928033 0.710911087983314
-0.20279801079995563 0.7491980808058775 0.6661432539046744 0.09213995188702429 0.46330064754183986
1.1017173231869237 0.38636655487294824 0.8843244602181145 0.9329161239540112 0.7774912791105
0.01996976548054266 0.267981818641154 0.5137900887311787 0.3055511507711257 0.04096828211022829
0.2651240244013478 0.3503871530094318 0.5878900488013822 0.2339737331105589 0.2598256246056251
-0.24449032246818492 0.9461378369535794 0.6006026229600778 0.45620384800294334 0.6561821469532654
1.9278572771677638 0.32157134891219075 0.15565689492138646 0.1659138451319495 0.8007446359809403
-0.5535601921847497 0.9234844728092142 0.6275580527128766 0.3938235858059792 0.48782422048682117
0.47464588932432306 0.7830994803206498 0.06901074041209598 0.659082800487653 0.5271591636360664
0.6345756498512929 0.4366666093412396 0.5130134606636478 0.855856087603472 0.5385260440549293
1.152136722221221 0.011649164459393124 0.6613619741183646 0.5646430311629259 0.36047034958523283
0.6886877799942293 0.1555289444056006 0.5999647580236517 0.45120560442919233 0.2718868960476609
2.5521036753089312 0.019615951992354996 0.06709026026014575 0.4493331263053779 0.7033871778573352
-0.42227221391744385 0.774679456235627 0.541021632863506 0.791515675474789 0.3942086067841346
2.261649676597259 0.35657886946411865 0.014395914127025122 0.8957098319200871 0.8713248271464337
0.7756555390889828 0.7228550518232159 0.6915620034947003 0.32691111641429504 0.9190911115325872
0.69123646007697 0.8560661879097988 0.18605980633642405 0.36857941774366265 0.8094842219606249
0.279972692653798 0.6276354480712438 0.47577595139560724 0.947895790334465 0.5624028029247441
-0.0961905664635746 0.41159283158210724 0.7460718957492108 0.023916889062182367 0.16957465475987354
0.897975012586742 0.15770213884565076 0.553199996876041 0.33778786416593864 0.35632092916510805
0.6383734547493916 0.21040821507991858 0.961837924259225 0.5237928606319305 0.35837629120710834
0.7115225636023407 0.04641765047504376 0.7441464138000674 0.4919011153241636 0.19695050462301145
0.9139016616004807 0.3512594241281545 0.07010922092483296 0.2893493261128026 0.26578714303013673
0.07610319721302461 0.8977157304462766 0.3367770372140757 0.03902370327819127 0.6421025734783326
-0.26205993578390085 0.6185494570711834 0.6288880831400065 0.8056731630821394 0.3286365719405677
0.9266679287085782 0.5863978059724057 0.3367069812464415 0.13844892589735114 0.7265518397782659
0.7756227512048728 0.9294067373837851 0.2616282420838336 0.46488462478187087 0.9877031549273921
0.7358441062326624 0.5435623870224934 0.946001127439549 0.9122648467995009 0.7721668130914003
-0.992913257878235 0.8577922138031897 0.8911325330831549 0.9970378043811698 0.2776242927257435
0.7771907136402927 0.7013168004070665 0.1701985310235966 0.8493892265299469 0.6994250806325355
-0.26294324910557343 0.8863789572284175 0.21832863962078064 0.42459334331882737 0.41544132300089975
0.6860326825887602 0.25144033964065104 0.7466636434387395 0.6884266992452424 0.41008593759132705
-0.34346365884670793 0.4010164167477903 0.9346784720921095 0.73903267004198 0.09945625852529205
0.9984273972407907 0.11620298560787878 0.5709053730597924 0.9478484270847833 0.39633910116039883
0.44758209398336457 0.6547030459998061 0.5338477245038901 0.05427104515189596 0.6415922074996169
1.6062710275271308 0.3442245594057336 0.05174296006923729 0.6278612552486104 0.5832986574962676
0.44855504567782983 0.0590389974108827 0.582305216645952 0.04326469542436118 0.029976007917868364
1.159430848568769 0.3415649102688837 0.050721149095254936 0.31417159647518456 0.3499125501096697
1.8270159416014784 0.010326383623165736 0.9666303530328251 0.8461864138774366 0.7314532951995831
-0.5710948436377764 0.9852577942684373 0.10627137322339397 0.9874764055345648 0.2994971882423999
-0.35496256165186363 0.5005080436130407 0.8368552502915415 0.022040191436403567 0.15073928917389268
-0.910288079154674 0.7699629445097458 0.2396868532798616 0.4215228270682331 0.0006210501057278828
1.3579835964463558 0.1056765990031312 0.2752603601030653 0.7411673032394769 0.42503804546409796
0.35216249184872583 0.7881371900850642 0.8525749250021047 0.8236386577340196 0.8330256444938071
1.0240050175438427 0.286368483071897 0.9875895352690233 0.3720795201730045 0.6153704841728201
0.6136265401541632 0.31479263658591194 0.5009273581769108 0.18783629995629347 0.3623417219488674
-0.0969564288628384 0.9227368920319159 0.35246842201576545 0.48760698110047296 0.618365940484189
-0.26508303790917087 0.6451953298724953 0.9572826636382862 0.15942956674871 0.36368012524649196
1.6412459567671478 0.36276627741831 0.05278061735147499 0.370888191240232 0.6072327459953005
0.041041972281654016 0.24619298971750692 0.8936080785868882 0.81564309686618 0.12068591445547172
